Season,Episode,Speaker,To,Line,Location
7,5,Mark,Dan,Architectural salvage.,Living Room
7,5,Super Hans,Mark,Yeah.,Living Room
7,5,Dan,Super Hans,And you sell to trade or wholesale?,Living Room
7,5,Super Hans,Dan,I sell them in pubs and that.,Living Room
7,5,Mark,Dan,He's training to be an architect.,Living Room
7,5,Super Hans,Mark,"No, I'm not.",Living Room
7,5,Pam,Dobby,"And what do you do, Dobby?",Living Room
7,5,Dobby,Pam,IT grunt.,Living Room
7,5,Pam,Dobby,"Right, and do you have a boyfriend at all?",Living Room
7,5,Dobby,Pam,"Kind of. I mean, I like him, but sometimes he can be a bit of a jerk, and so on.",Living Room
7,5,Pam,Dobby,Oh.,Living Room
7,5,Dobby,Pam,"Like, he seems cool, but really he can be kind of cowardly and mean, and do things that humiliate me, and then I just think, you know, why don't you just-",Living Room
7,5,Mark,Mark,Don't say fuck off!,Living Room
7,5,Dobby,Pam,"Fuck off. You know, just fuck off!",Living Room
7,5,Mark,Mark,"Oh this is horrible! She's found a way of telling me her true feelings, sneaky!",Living Room
7,5,Pam,Mark,"Happy Christmas, darling. Here we go, it's just a silly one.",Living Room
7,5,Mark,Pam,"Oh, socks, nice! Thanks Mum, and they've got a funny... Oh, OK.",Living Room
7,5,Pam,Mark,They're a bit saucy.,Living Room
7,5,Mark,Mark,"My mother is giving me socks, depicting a sexual position I have never even attempted. How little she knows me.",Living Room
7,5,Super Hans,Pam,"Mrs. C., answer me this, have you ever had a parrot?",Living Room
7,5,Pam,Super Hans,"Uh, no.",Living Room
7,5,Super Hans,Pam,Just you look like you might enjoy a cock or two.,Living Room
7,5,Pam,Super Hans,"That's very cheeky, Hans.",Living Room
7,5,Mark,Mark,This is the spirit of Christmas. Super Hans bonking Mum doggy-style in the airing cupboard.,Living Room
7,5,Dan,Mark,"Right, here you go Marco, Merry Christmas.",Living Room
7,5,Mark,Dan,"Wow, this is big, Dad, and heavy. Oh right, I see, yep. Great, yep this is brilliant.",Living Room
7,5,Dobby,Mark,What is it?,Living Room
7,5,Mark,Dobby,"It's a shredder, it's my dad's old shredder.",Living Room
7,5,Dobby,Mark,But you've already got a shredder. Why are you looking at me like that?,Living Room
7,5,Mark,Dobby,Like what?,Living Room
7,5,Dobby,Mark,Like you're trying to fry my brain with your laser vision.,Living Room
7,5,Mark,Mark,Please shut up.,Living Room
7,5,Dobby,Dan,"So, wow, Sarah got the cashmere jumper and the spa break, and Mark got the second-hand shredder. What did he do wrong?",Living Room
7,5,Mark,Mark,"Why did she have to say? I'm going out with a say-er, the say-ers say they can't help saying, but they can!",Living Room
7,5,Pam,Dobby,"Apparently if it was new, which it nearly is, it would be roughly the same cash value.",Living Room
7,5,Mark,Mark,"This is nice, I think I might bite my tongue off to relieve the tension. Give us something to talk about.",Living Room
7,5,Dan,Mark,How's the cauliflower doing?,Living Room
7,5,Mark,Dan,"It's just resting in the shop, Dad, due to the fact that cauliflower is not traditional.",Living Room
7,5,Mark,Mark,"Didn't give him a chance to respond, nice, I should try leaving the room immediately after I say anything to him, much easier.",Living Room
7,5,Mark,Jeremy,"So Jez, how's the-",Kitchen
7,5,Jeremy,Mark,"I don't wanna talk about it, OK Mark? Christmas is not ruined.",Kitchen
7,5,Mark,Jeremy,"It's OK, Jez.",Kitchen
7,5,Jeremy,Mark,A great deal of it is cooked. Huge areas are cooked through.,Kitchen
7,5,Mark,Mark,Fashionably rare?,Kitchen
7,5,Mark,Dan,"Film, three words, Chariots of Fire, next!",Living Room
7,5,Mark,Pam,"Why always Chariots of Fire, Mum?",Living Room
7,5,Pam,Mark,"It's the only one I can think of, I don't even like it! I know, ""Emmanuel"".",Living Room
7,5,Mark,Pam,"Mum, really?",Living Room
7,5,Pam,Mark,It's fun!,Living Room
7,5,Mark,Mark,"Oh God, this is horrible, and the terrible thing is, this is the high point of the day. This is us allegedly having a great time.",Living Room
7,5,Dan,Mark,"Film, one word, Bruno. Milk. Brokeback Mountain.",Living Room
7,5,Jeremy,Mark,Emmanuel.,Living Room
7,5,Mark,Mark,"Oh, the indignity of the public hip thrust.",Living Room
7,5,Dan,Jeremy,"Jez, over here, got one for ya. Here's one... ""Thus Spake Zahrathustra"".",Living Room
7,5,Jeremy,Dan,Excuse me?,Living Room
7,5,Dan,Jeremy,It's a book by Nietzsche.,Living Room
7,5,Jeremy,Jeremy,"Oh great, fucking thanks, Dan! Thus no, spake no, Zahrathustra nope!",Living Room
7,5,Super Hans,Jeremy,Chicken Run.,Living Room
7,5,Jeremy,Super Hans,Correct!,Living Room
7,5,Dan,Jeremy,But you-,Living Room
7,5,Jeremy,Jeremy,Fuck you Dan!,Living Room
7,5,Jeremy,Dan,"Oh I'm sorry, I thought you said ""Chicken Run"".",Living Room
7,5,Mark,Dan,"I guess it is time to move to cross-cut. My old strip-cut was probably a security risk, to be honest.",Living Room
7,5,Dan,Mark,"That's a real shredder, not a Nancy boy shredder.",Living Room
7,5,Mark,Mark,"Oh, the office equipment homophobe.",Living Room
7,5,Jeremy,Pam,"Happy Christmas, one and all!",Living Room
7,5,Pam,Jeremy,Ooh!,Living Room
7,5,Mark,Mark,"Not so fast, old man. It's my time to carve, the knife has been passed down the generations.",Living Room
7,5,Mark,Jeremy,"Jeremy, the turkey's not entirely cooked.",Living Room
7,5,Jeremy,Mark,"No, just carve off the bits that are definitely cooked, and leave the rest. That's what carving's for, isn't it? And then we'll put the carcass under the grill.",Living Room
7,5,Pam,Mark,"Oh, what's wrong with my knife?",Living Room
7,5,Dobby,Pam,Is that hot knives?,Living Room
7,5,Pam,Dobby,What's a hot knife?,Living Room
7,5,Mark,Pam,Nothing.,Living Room
7,5,Super Hans,Pam,Does look like it's been hot knifed.,Living Room
7,5,Jeremy,Pam,"Yeah, sorry about that, Pam, here you go.",Living Room
7,5,Dobby,Pam,"It's when you get a blim of hash and get it between two really hot knives, and then honk it up through a bottle or something, I think.",Living Room
7,5,Mark,Pam,"Next up, we'll be learning how to inject heroin into our armpits!",Living Room
7,5,Jeremy,Jeremy,"Oh God, foot in the crotch, this isn't very Nat King Cole, but of course, I'm getting a hard-on anyway, like the horny Christmas elf I am, how pathetic.",Living Room
7,5,Dan,Super Hans,"Listen, I think Pam and I'll take a break, till after lunch, Hans...",Living Room
7,5,Dan,Pam,"isn't that right, darling?",Living Room
7,5,Pam,Dan,If you say so.,Living Room
7,5,Dan,Jeremy,"Hmm, have these sprouts been done properly?",Living Room
7,5,Jeremy,Dan,Yes.,Living Room
7,5,Dan,Jeremy,I can't see any little crosses in their bottoms.,Living Room
7,5,Jeremy,Dan,"Well, they're definitely there.",Living Room
7,5,Mark,Jeremy,Yep!,Living Room
7,5,Mark,Mark,"Definitely not, truth and reconciliation commission after all this. Full inquiry, Savile, not Hutton.",Living Room
7,5,Pam,Jeremy,"Well that piece was definitely cooked. Delicious, Jeremy.",Living Room
7,5,Jeremy,Pam,"Thank you, Pam!",Living Room
7,5,Mark,Mark,Maybe it's gonna be OK.,Living Room
7,5,Dan,Pam,"Mmm, mmm, this gravy is tickety-boo! Maybe a bit too thick for your mother, she likes her liquids highly diluted.",Living Room
7,5,Mark,Mark,"Nope, we are fucked.",Living Room
7,5,Sarah,Dan,"Oh for God's sake, Dad.",Living Room
7,5,Dan,Sarah,What?,Living Room
7,5,Sarah,Dobby,"Mum wanted to be a homeopath, but according to Dad the family couldn't afford it.",Living Room
7,5,Mark,Dan,"I know it's not normal, but we could always put the television on while we eat.",Living Room
7,5,Dan,Sarah,"We couldn't afford for her to become a magic water wizard, I'm sorry. It was just a fad.",Living Room
7,5,Pam,Dan,It was a great deal more than a fad.,Living Room
7,5,Mark,Jeremy,"Mmm, yum, Jeremy may have let us down a bit with the turkey, but I believe he's redeemed himself with this delicious bread sauce.",Living Room
7,5,Sarah,Dan,He had enough to buy a sports car.,Living Room
7,5,Dan,Sarah,"Carl Ingis was gonna sell that MG for scrap. Don't bring the MG into this, 'cause you don't know what you're talking about.",Living Room
7,5,Mark,Sarah,"Ratatouille's on in a minute, isn't it meant to be amazing.",Living Room
7,5,Super Hans,Mark,"Fair point, it's fucking good.",Living Room
7,5,Dobby,Dan,"Second-hand MG, got to be a couple of grand.",Living Room
7,5,Dan,Dobby,"It was a good deal on a good car, missy.",Living Room
7,5,Pam,Dobby,"So, Dobby, have you had any good Christmas presents this year?",Living Room
7,5,Dobby,Pam,"Well, my boyfriend bought me some kitchen tongs.",Living Room
7,5,Jeremy,Jeremy,"Two-for-one, nice work Uncle Scrooge.",Living Room
7,5,Mark,Dobby,"That wasn't the only present he got you, was it, Dobby, as I recall?",Living Room
7,5,Dobby,Pam,"Oh yeah, he bought me something else, gold, but it's in the post, apparently.",Living Room
7,5,Pam,Dobby,Oh dear.,Living Room
7,5,Mark,Pam,"Look, I'm sure Dobby's boyfriend could have strolled into an Argos and got a bog standard bracelet from a spotty Saturday girl, but maybe he wanted to get something a little bit special, something with an inscription, perhaps, as it would make it extra special, but also would unexpectedly delay delivery. That's just one of a number of possibilities, right, so should we all just lay off him?",Living Room
7,5,Dan,Mark,"Hello, touched a nerve? Something's afoot. Shall I see if I can winkle it out with my winkle-pickers?",Living Room
7,5,Mark,Mark,"Fuck you, Poirot!",Living Room
7,5,Mark,Dan,"Look, I'm the bracelet bastard. Dobby's my girlfriend, all right? I'm sorry I didn't mention it before, but we're an item and she's great, and it's going really well, and she may appear to you norms like a bit of a freak, but I don't care.",Living Room
7,5,Jeremy,Jeremy,"He shoots, he scores, he calls his teammate a freak.",Living Room
7,5,Dan,Mark,Right. Now where's the cauliflower?,Living Room
7,5,Mark,Dan,"Cauliflower's not traditional, Dad.",Living Room
7,5,Dan,Mark,Cauliflower is traditional!,Living Room
7,5,Dobby,Dan,"I don't know if it really is traditional, actually.",Living Room
7,5,Dan,Mark,"Could you not slip a muzzle on your woman, please Mark?",Living Room
7,5,Mark,Mark,I notice I'm not saying anything.,Living Room
7,5,Mark,Jeremy,Uh...,Living Room
7,5,Mark,Mark,Still not saying anything. Nothing coming...,Living Room
7,5,Dobby,Dan,"You'll have to excuse me, thank you, this has all been horrible.",Living Room
7,5,Sarah,Dan,How about Pictionary after lunch?,Living Room
7,5,Dan,Sarah,"We're not playing bleeding Pictionary, it's a made up game!",Living Room
7,5,Mark,Dobby,Dobs!,Hall
7,5,Dobby,Mark,"I'm going, I'm gonna fuck off to the Dorchester, do you wanna come or don't you?",Hall
7,5,Mark,Dobby,"I'm sorry, I can't, they're my parents. Look, stay, I'll grow some balls later, OK? And a backbone. We can have backbone and ball stew all Boxing Day. You can't just leave, what are we gonna tell them?",Hall
7,5,Dobby,Mark,Tell them I got sectioned or I had some violent masturbating to do.,Hall
7,5,Mark,Mark,Probably believe it.,Hall
7,5,Sarah,Jeremy,"What do you say, Jeremy, shall we do it? It'd be so naughty, they'll be next door having stupid turkey and we'll be in there quietly humping.",Hall
7,5,Jeremy,Sarah,"But Sarah, it's Christmas.",Hall
7,5,Sarah,Jeremy,"So, what? Are you religious now or something? Do you believe in Jesus?",Hall
7,5,Jeremy,Sarah,"Of course I don't believe in Jesus, but I do believe in Christmas, I'm a Christmas-ist.",Hall
7,5,Jeremy,Jeremy,"Wow, I did it, I resisted something for something else. That was... something.",Hall
7,5,Jeremy,Mark,"Hey Mark, guess what, I was just offered sex and I turned it down.",Hall
7,5,Mark,Jeremy,"Oh, well congratulations.",Hall
7,5,Jeremy,Mark,I did it for Father Christmas.,Hall
7,5,Mark,Mark,"God, look at him. He probably thinks Father Christmas died for our sins.",Living Room
7,5,Pam,Mark,"We heard the door, what happened?",Living Room
7,5,Mark,Pam,Dobby's gone.,Living Room
7,5,Dan,Mark,"Good riddance to bad rubbish. You can do a lot better than that, Marco.",Living Room
7,5,Mark,Dan,"Well, no actually, because she's great and thanks to you, I'm a dick. So I was punching well above my weight.",Living Room
7,5,Dan,Mark,"Pass me some of that ham, will you? I think it's the only meat on the table unlikely to kill me.",Living Room
7,5,Mark,Dan,Allow me.,Living Room
7,5,Mark,Mark,"You want ham, well you're gonna get ham. See how you like this ham!",Living Room
7,5,Dan,Mark,What the hell do you think you're doing?,Living Room
7,5,Mark,Dan,I thought you liked your ham shredded.,Living Room
7,5,Dan,Mark,"Mark, think what it's doing to the mechanism.",Living Room
7,5,Mark,Dan,"It's fine, Dad.",Living Room
7,5,Dan,Mark,"Somebody stop him, he's gone totally mad!",Living Room
7,5,Super Hans,Mark,"Hello, Christmas smoothie.",Living Room
7,5,Dan,Mark,"Right, very well, I'm making myself some cauliflower.",Living Room
7,5,Mark,Mark,"Uh oh, is Daddy coming to get me? No, I've won, it's festive Festen! Hakuna matata! I'm the new lion king!",Living Room
7,5,Mark,Super Hans,"Right, Hans, pour my mother a massive drink.",Living Room
7,5,Mark,Jeremy,"Jeremy, turn on Ratatouille.",Living Room
7,5,Mark,Sarah,"Sarah, crack open the Pictionary. Merry Christ-Mark everyone!",Living Room
7,6,Mark,Jeremy,"Nothing from Dobby since Christmas. I want to call again, but when I leave long messages, I have this nagging sense that I'll end up hearing them played back to me in a court of law.",Living Room
7,6,Jeremy,Mark,"Ah, don't stress it man. We're gonna have new years dude, Darty style. Remember that time we were coming back from Cinderella's and Pej put his pants on the taxi driver's head and he couldn't see a thing?",Living Room
7,6,Mark,Jeremy,Yeah that would have been more hilarious had I not been literally weeping with fear.,Living Room
7,6,Jeremy,Mark,"Oh, come on man. Shake your booty. Tonight, even Paxman's out, hoovering up lines of crank off Krishnan Guru-Murthy. Tonight's the big one!",Living Room
7,6,Mark,Jeremy,"Jeremy, all rational people agree it's a truth self-evident that it's impossible to have a good time on New Year's Eve. The pressure's too immense. All I want is to go to Johnson's, find Dobby, and sort everything out.",Living Room
7,6,Jeremy,Mark,"OK, we'll go to Johnson's as a stomach liner, a seat warmer. But then I'm taking you on a punani hunt!",Living Room
7,6,Mark,Jeremy,"No, Jez.",Living Room
7,6,Jeremy,Mark,"Come on man. Dobby's gone. Zahra's gone. Tonight it's not about the bitches, it's all about the Hitches.",Living Room
7,6,Mark,Jeremy,The Hitches? You think we're Peter and Christopher Hitchens on a big night out? And I suppose I have to be Peter.,Living Room
7,6,Jeremy,Zahra,Zahra?,Hall
7,6,Zahra,Jeremy,I was in the area. Thought I might pop by.,Hall
7,6,Jeremy,Zahra,Yeah?,Hall
7,6,Jeremy,Jeremy,"That's the kind of bullshit I come up with. Is she doing a me? She still likes me! Or does she? I need evidence. I need confirmation, quick. OK, here goes.",Hall
7,6,Zahra,Jeremy,Jez!,Hall
7,6,Jeremy,Zahra,"Sorry, that was probably totally inappropriate. It's just, you know, sometimes ""the scent of a woman"".",Hall
7,6,Zahra,Jeremy,"OK, the truth is I came here to tell you that Ben and me. We're finished. I found out he slept with someone else.",Hall
7,6,Jeremy,Jeremy,God.,Hall
7,6,Jeremy,Zahra,"Who would have sex with Ben?! Apart from you, obviously.",Hall
7,6,Zahra,Jeremy,He said he only did it because he was missing me so much. But I'd only gone out to see a film.,Hall
7,6,Jeremy,Zahra,Jesus!,Hall
7,6,Zahra,Jeremy,"I know. So I started thinking. We really had something, you and me. We're the same, a bit.",Hall
7,6,Jeremy,Zahra,Half a tub of cookie dough.,Hall
7,6,Zahra,Jeremy,And two films by Francois Truffaut.,Hall
7,6,Jeremy,Jeremy,I will never know what that means.,Hall
7,6,Zahra,Jeremy,"So I was wondering, and this is completely crazy, but what would you think about moving in with me?",Hall
7,6,Jeremy,Zahra,"OK, wow, um...",Hall
7,6,Jeremy,Jeremy,Don't say yes too quick. Don't say yes too quick.,Hall
7,6,Jeremy,Zahra,Yes!,Hall
7,6,Zahra,Jeremy,"Cause I really, really like you, Jez. And Ben's going to stop paying my rent. And I think we just click. And we can do a direct debit, or whatever!",Hall
7,6,Jeremy,Zahra,"Sure. I mean, Ben will definitely fire me, but I'll just get another job. I could easily start my own music merchandise website. I mean, I'm gonna get a laptop, so, er, yeah, sorted.",Hall
7,6,Jeremy,Jeremy,I'm moving in! I'm going to be the boyfriend who pays rent! I'm her rent boy but not sucking cock in a phone box. Eating pussy on a tumble dryer!,Hall
7,6,Mark,Jeremy,Fancy dress. It's like a joke for people with no sense of humour.,Johnson's Place
7,6,Zahra,Ben,"Hello? Oh. Hi, Ben.",Johnson's Place
7,6,Jeremy,Mark,"So, er, listen, dude, listen. You know how women, when they live together, their periodicals start arriving at the same time, and how dogs come to look like their owners? Well, I really wouldn't want that to happen to us, so it actually... it actually looks like I'm going to be moving out.",Johnson's Place
7,6,Mark,Jeremy,"Are you- Has Super Hans been talking about his kibbutz idea again? Cause I can assure you, the State of Israel will not allow a ""kibbutz for hotties"".",Johnson's Place
7,6,Jeremy,Mark,No. Zahra's split up with Ben and she's asked me to move in with her.,Johnson's Place
7,6,Mark,Jeremy,"Oh. Right. Wow. This is very abrupt. It might have been nice to, not take me to the Spaghetti House and buy me a carbonara, but at least... you know.",Johnson's Place
7,6,Jeremy,Mark,"Dude, man, it's no biggie, you and me. It was a phase. Bada bing, bada bye.",Johnson's Place
7,6,Mark,Jeremy,"Bada bing, bada bye?",Johnson's Place
7,6,Jeremy,Mark,"All things pass, you know? We're born, we live, we die. Plus Zahra's getting a 3D TV, so it all makes perfect sense, if you think about it.",Johnson's Place
7,6,Mark,Jeremy,"Right, good. Congratulations.",Johnson's Place
7,6,Johnson,Mark,Johnson. Alan Johnson.,Johnson's Place
7,6,Mark,Mark,Wish I'd come as Bond instead of a stupid fisherman from not even a film.,Johnson's Place
7,6,Johnson,Jeremy,"Wet suit. The full Bond. I'm scuba diving again. Thank you, direct marketing. What have you come as? Techno hippie street bum?",Johnson's Place
7,6,Jeremy,Johnson,"I'm not actually wearing a costume, Alan. So the joke's on you.",Johnson's Place
7,6,Johnson,Jeremy,"Yes, I knew that, so the joke's on you.",Johnson's Place
7,6,Jeremy,Johnson,"Well, I didn't realise you knew that, so it can't have been a very good joke. Happy New Year.",Johnson's Place
7,6,Zahra,Jeremy,"So, listen. Really weird one. Apparently a guy from Time Out magazine turned up at Ben's party, and Ben says he wants to talk to me about publishing a booklet on my blog posts.",Johnson's Place
7,6,Jeremy,Zahra,Your alphabetical lists of French films?,Johnson's Place
7,6,Zahra,Jeremy,He thinks they're seminal.,Johnson's Place
7,6,Jeremy,Zahra,Mmm-hmm. Don't you think there's a chance that Ben might be trying to reel you in? I'm not saying you're a fish.,Johnson's Place
7,6,Zahra,Jeremy,Don't you think they're good lists?,Johnson's Place
7,6,Jeremy,Zahra,"Oh, no, they're great lists. They're long lists. Maybe they do want to publish them.",Johnson's Place
7,6,Zahra,Jeremy,"Exactly. It's too big to miss. See you later, housemate!",Johnson's Place
7,6,Jeremy,Jeremy,Ugh. Day one and the housemate gets dicked over.,Johnson's Place
7,6,Johnson,Mark,So pretty good numbers. Nailed a lot of the key players. Liam Kendrick in the house!,Johnson's Place
7,6,Mark,Johnson,So are you still pissed off with Big Suze?,Johnson's Place
7,6,Johnson,Mark,"What? Fuck you. Why would I even be? What a stupid thing to say, Mark.",Johnson's Place
7,6,Mark,Johnson,Sorry.,Johnson's Place
7,6,Johnson,Mark,"If poor little bitch girl wants to have her spoiler party all over my housewarming, why would I even give a shit? Huh? Why?",Johnson's Place
7,6,Mark,Johnson,I don't know.,Johnson's Place
7,6,Johnson,Mark,"Me neither. So, let's grab you a cool can of Kronie and a bag of nuts. Or an ice cold, long-necked Bud. Hubba-bubba!",Johnson's Place
7,6,Mark,Johnson,"Alan, are you still...?",Johnson's Place
7,6,Johnson,Mark,"Oh, yeah. Appletise. Five years, clean and serene. Hey, just 'cause you're looking at some titties, doesn't mean you have to suck on the nip-nips, right?",Johnson's Place
7,6,Mark,Johnson,"Thanks, Alan. I'll get stuck into that later.",Johnson's Place
7,6,Johnson,Mark,"Oh, come on, Mark! A Beck's, a simple Beck's. Up on the South Downs, a haversack full of Beck's? That's the dream, ain't it?",Johnson's Place
7,6,Mark,Johnson,I want to keep a clear head for when I talk to Dobby. Do you think she might be here soon?,Johnson's Place
7,6,Johnson,Mark,"I don't know, Mark. We've been over this. She might pop in. Mmm, cold white wine. Ain't that fine?",Johnson's Place
7,6,Mark,Mark,"Hmm. He's conned me to his party. 'Cause it's hard to take a legal position on ""might pop in"". Anyone might pop in. Jeffrey Archer, Hugo Chavez, Skinner and Baddiel.",Johnson's Place
7,6,Jeff,Mark,"Aye-aye, Captain Birdseye! So what have you caught then? Some mackerel? Sexual herpes from bumming a tramp?",Johnson's Place
7,6,Mark,Mark,Your insults are absorbed by the theoretical levity of the costume.,Johnson's Place
7,6,Jeff,Mark,"So come on, then. Is it true, Mark? That you've had your dick in the Dob?",Johnson's Place
7,6,Mark,Jeff,"You might say that, but I couldn't possibly comment.",Johnson's Place
7,6,Johnson,Mark,"What? Have you, Mark? Had your dick in the Dob?",Johnson's Place
7,6,Mark,Johnson,"OK, yes. Yes, yes, I've had my dick in the Dob.",Johnson's Place
7,6,Johnson,Mark,"So what's an average night in? You sit around reading Superman comics, sucking each other's cocks?",Johnson's Place
7,6,Mark,Mark,Just grin and take it.,Johnson's Place
7,6,Mark,Johnson,I guess.,Johnson's Place
7,6,Jeff,Mark,"She's a freak, isn't she?",Johnson's Place
7,6,Johnson,Mark,"But what kind of freak? Is she a manimal or a bestselling Flanimal, would you say?",Johnson's Place
7,6,Mark,Mark,Does he want an answer?,Johnson's Place
7,6,Mark,Johnson,I guess she's more of a manimal than a Flanimal.,Johnson's Place
7,6,Jeff,Dobby,"D'you hear that, Dobs?",Johnson's Place
7,6,Dobby,Mark,I'm a manimal?!,Johnson's Place
7,6,Mark,Dobby,I don't even know what a manimal is.,Johnson's Place
7,6,Dobby,Mark,"He's a shape-shifting crimefighter, Mark. You've had your dick in the Dob? Fucking hell!",Johnson's Place
7,6,Mark,Dobby,Dobby! Wait! Where are you going?,Johnson's Place
7,6,Dobby,Mark,"I dunno, maybe Super Hans'? Somewhere where people won't slag me off behind my back.",Johnson's Place
7,6,Mark,Dobby,It was just party chat. I was only being horrible about you to ease things along.,Johnson's Place
7,6,Dobby,Mark,You're such a dick.,Johnson's Place
7,6,Mark,Dobby,"Look, I owe you a massive apology for just now, and...",Johnson's Place
7,6,Mark,Mark,is that my baby?,Johnson's Place
7,6,Mark,Dobby,"and for Christmas, and...",Johnson's Place
7,6,Dobby,Mark,"Mark, are you getting bored of your own apology?",Johnson's Place
7,6,Mark,Dobby,I'm sorry. And...,Johnson's Place
7,6,Mark,Mark,It bloody is my baby. Is it?,Johnson's Place
7,6,Dobby,Mark,And what?,Johnson's Place
7,6,Mark,Dobby,"Sorry, it's just that I recognise...",Johnson's Place
7,6,Dobby,Mark,"See you around, dickwad.",Johnson's Place
7,6,Mark,Dobby,"No, Dobs, I-",Johnson's Place
7,6,Mark,Mark,My baby. Is that mad? Has he followed me here in a desperate plea for attention? Or am I man-handling a random humanoid?,Johnson's Place
7,6,Sophie,Mark,"Mark, is he all right?",Johnson's Place
7,6,Mark,Sophie,He fell out of his basket. I rescued him.,Johnson's Place
7,6,Sophie,Mark,From the soft carpet where he was asleep?,Johnson's Place
7,6,Mark,Sophie,"What if someone with clogs on had come in out of their face and marched around the room like a horse, or, you know, anything?",Johnson's Place
7,6,Sophie,Mark,"He was sleeping, Mark. I had to go upstairs and talk to my brother. He's actually having a really hard time. He even posted some pictures of his scrotum on Facebook, so...",Johnson's Place
7,6,Mark,Sophie,I'm just saying that the situation looks perilous.,Johnson's Place
7,6,Sophie,Mark,Uh-huh.,Johnson's Place
7,6,Mark,Mark,"Great. Dobby's gone and I'm left with my ex, who despises me, and my son, who probably thinks Jeff's his dad, while I'm just some mad, landlocked fisherman.",Johnson's Place
7,6,Jeremy,Mark,There ain't no party like a Super Hans party!,Super Hans' Party
7,6,Mark,Mark,Only if Dobby's here.,Super Hans' Party
7,6,Jeremy,Mark,Let the punani hunt commence!,Super Hans' Party
7,6,Mark,Jeremy,The hunt for punani? I thought you were moving in with Zahra?,Super Hans' Party
7,6,Jeremy,Mark,"Exactly. I've made a firm commitment. We're practically getting married, so this is basically my stag do. Free pass!",Super Hans' Party
7,6,Mark,Jeremy,"If Dobby's here, I need to make it up with a gesture, something extraordinary. I could offer to marry her.",Super Hans' Party
7,6,Jeremy,Mark,"Always the marrying with you, isn't it?",Super Hans' Party
7,6,Jeremy,Super Hans,Super Hans!,Super Hans' Party
7,6,Super Hans,Jeremy,"Jez, man.",Super Hans' Party
7,6,Jeremy,Super Hans,"Wow, it is rocking out. You, OK, dude?",Super Hans' Party
7,6,Super Hans,Jeremy,"Yeah, yeah. It's just, in there. Fuck, man.",Super Hans' Party
7,6,Jeremy,Super Hans,Tasty.,Super Hans' Party
7,6,Super Hans,Jeremy,Why would people want to do that shit? Why even go there?,Super Hans' Party
7,6,Mark,Jeremy,"You told me it was going to be a chilled one, Jeremy. You assured me that he'd made a huge lemon meringue pie.",Super Hans' Party
7,6,Super Hans,Mark,I don't know what to think. I have seen through the eye of the needle. I've seen it. I've finally bloody seen it! I've pulled open the hurt locker and had a big old rummage round.,Super Hans' Party
7,6,Jeremy,Mark,Let's go in.,Super Hans' Party
7,6,Mark,Jeremy,Didn't you hear what he just said?,Super Hans' Party
7,6,Jeremy,Mark,It sounds fun.,Super Hans' Party
7,6,Mark,Jeremy,"No, it doesn't. It sounds terrifying.",Super Hans' Party
7,6,Jeremy,Mark,"Whatever, let's get in there!",Super Hans' Party
7,6,Super Hans,Jeremy,"It's the heart of darkness, Jez. It's the fucking dirt.",Super Hans' Party
7,6,Mark,Jeremy,I don't want to go into the heart of darkness!,Super Hans' Party
7,6,Jeremy,Mark,"Come on, dude! Sometimes you've gotta flip the switch, lift the rock and look what's underneath, cause it's not always woodlice.",Super Hans' Party
7,6,Mark,Jeremy,"Look, if that party is too much for Hans, the, excuse me, Hans, the crack-addled maniac, I'm pretty confident it'll be too much for me.",Super Hans' Party
7,6,Mark,Super Hans,"Hans, is Dobby in there, do you know?",Super Hans' Party
7,6,Super Hans,Mark,"She swung by, but she couldn't hack the hate. I think she pissed off to Big Suze's.",Super Hans' Party
7,6,Mark,Super Hans,Bloody hell.,Super Hans' Party
7,6,Super Hans,Mark,"I'm going to write this place off. Send someone in there tomorrow with some disinfectant and a flamethrower. I got me sleeping bag, I don't want to know.",Super Hans' Party
7,6,Mark,Jeremy,How was it?,Super Hans' Party
7,6,Jeremy,Mark,Fine. Let's go.,Super Hans' Party
7,6,Mark,Jeremy,What?,Super Hans' Party
7,6,Jeremy,Mark,"Look, I don't want to talk about it, all right? I just want a cup of tea and some soda bread and sit-down somewhere quiet.",Super Hans' Party
7,6,Mark,Jeremy,What's going on in there? Are they doing it?,Super Hans' Party
7,6,Jeremy,Mark,"Yes, Mark, that's right. They're ""doing it"". You really have no imagination whatsoever, do you?",Super Hans' Party
7,6,Mark,Jeremy,"Well, what are they doing, then?",Super Hans' Party
7,6,Jeremy,Mark,"Dude, don't worry about them, because they sure as hell aren't worrying about you. Let's just go.",Super Hans' Party
7,6,Jeremy,Super Hans,Hans?,Super Hans' Party
7,6,Super Hans,Jeremy,"Yep! Fuck, yeah. Let's go.",Super Hans' Party
7,6,Mark,Super Hans,Big Suze's?,Super Hans' Party
7,6,Super Hans,Mark,"I don't mind where, long as it's safe. I just want to be in a controlled environment. Have a Coke and a tuna sandwich. Just mong out to some Snow Patrol.",Super Hans' Party
7,6,Mark,Mark,Great. Super Hans in the sidecar.,Super Hans' Party
7,6,Jeremy,Super Hans,Who's the chick?,Super Hans' Party
7,6,Super Hans,Jeremy,"That's no a chick, man. That's the love of my life.",Super Hans' Party
7,6,Jeremy,Super Hans,Wow. And what does she...?,Super Hans' Party
7,6,Super Hans,Jeremy,I don't know much about her. She don't speak English. We speak the language of love. And a tiny little bit of German.,Super Hans' Party
